image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_01930.jpg,0.999898076,0.155178636,0.005116789,0.001632897,0.000708733,0.920109332,5.05E-05,0.041198514
img_01932.jpg,0.999669671,0.065452069,0.000577159,0.000629928,0.002798718,0.00187416,0.004177996,0.038833845
img_01955.jpg,0.894785643,0.598309696,0.136765271,0.001711601,0.10643328,0.021409791,0.019493535,0.94912684
img_01963.jpg,0.999496341,0.002011754,0.003406505,0.000317626,0.036169339,0.002313666,0.037533514,0.693374217
img_01966.jpg,0.979550064,0.054894291,0.05987078,0.316877246,0.273620754,0.113309763,0.030104967,0.079022132
img_01976.jpg,0.9998734,0.000158126,0.000165553,1.02E-06,0.339766741,8.39E-05,0.00197839,0.563060164
img_01983.jpg,0.961908758,0.01555762,0.118010163,0.090031959,0.842473805,0.097415023,0.088893585,0.207381666
img_01984.jpg,0.99996829,0.156346351,0.000245665,1.27E-05,4.84E-05,0.127109393,0.000555642,0.062364098
img_01995.jpg,0.998439729,0.098794624,0.122202173,0.000180926,0.002073396,0.271845102,0.004984627,0.893058658
img_01996.jpg,0.990770817,0.012448288,0.021582846,0.003114092,0.441399843,0.466359913,0.016461033,0.073871702
img_02001.jpg,0.981291771,0.057349566,0.067608766,0.007582184,0.037384328,0.332486778,0.251871556,0.782588303
img_02006.jpg,0.999830604,0.023317175,0.000537403,0.002343863,0.011811751,0.002060796,0.0076666,0.600669861
img_02066.jpg,0.99666518,0.047020409,0.00170042,0.001888205,0.020974236,0.003706696,0.019588578,0.864135563
img_02074.jpg,0.999619246,0.012503092,0.007935933,0.181931302,0.045799401,0.665327847,0.000806552,0.004009886
img_02076.jpg,0.893346846,0.307991594,0.086960055,0.0443407,0.44002831,0.064988978,0.100696944,0.558103383
img_02077.jpg,0.998928726,0.024109097,0.008280129,0.408904195,0.106047273,0.655431151,0.001374833,0.023221551
img_02078.jpg,0.987645566,0.005985483,0.006302513,0.000840203,0.01124944,0.002546009,0.125354618,0.993985593
img_02082.jpg,0.9873541,0.029475637,0.019809503,0.011058959,0.3600896,0.006866755,0.817361951,0.334965944
img_02083.jpg,0.969177485,0.012735082,0.02149377,0.000164243,0.996578515,0.002858545,0.000204445,0.382761508
img_02096.jpg,0.999905467,0.002159338,0.000239921,0.000192447,0.007538114,0.007602483,0.010140186,0.370099187
img_02119.jpg,0.994512677,0.539204538,0.071479447,0.003457832,0.001286269,0.251811385,0.018569071,0.30929783
img_02124.jpg,0.997174621,0.01054704,0.003162872,0.000135679,0.876088977,0.033132337,0.003720047,0.047060348
img_02135.jpg,0.821785092,0.335852474,0.109643802,0.158145949,0.481980354,0.151920795,0.234889433,0.283503234
img_02146.jpg,0.989259362,0.044434212,0.027812952,0.00094482,0.480522335,0.110355303,0.008095414,0.220998451
img_02159.jpg,0.99700278,0.053638976,0.000734956,0.000547705,0.358657032,0.020683406,0.00315517,0.133555517
img_02172.jpg,0.991288304,0.033691101,0.015285389,0.005191853,0.277526855,0.062986933,0.012647146,0.662071466
img_02180.jpg,0.986484706,0.588698268,0.068942614,0.011851987,0.029497122,0.872541666,0.013684617,0.753243685
img_02188.jpg,0.901580095,0.151951283,0.058610383,0.005787554,0.015848722,0.192626938,0.268776029,0.99061662
img_02194.jpg,0.997785926,0.001672309,0.006544567,6.07E-05,0.847697139,0.002457907,0.001475828,0.945542693
img_02209.jpg,0.983681679,0.021997733,0.016247222,0.000412392,0.98465699,0.027341442,0.001459251,0.109425925
img_02216.jpg,0.999906182,0.000743179,0.002303137,0.000191466,0.787380695,0.000117461,0.002335806,0.376145124
img_02231.jpg,0.947887778,0.61324966,0.01155303,0.00308868,0.024235332,0.165878981,0.024454644,0.226984397
img_02235.jpg,0.998676002,0.058969755,0.066184849,0.000280117,0.003631677,0.290151089,0.003063777,0.796840787
img_02252.jpg,0.999843001,0.001686694,0.000416543,0.000311193,0.008948411,0.001104629,0.036891595,0.638836861
img_02268.jpg,0.999925494,0.003057152,5.75E-05,1.70E-05,0.006019489,0.000164141,0.001501741,0.9181844
img_02270.jpg,0.996234119,0.032076102,0.001922516,0.002455143,0.019672584,0.003609432,0.051826753,0.967510939
img_02281.jpg,0.999955893,0.009681991,0.010347594,0.000104647,0.00035117,0.015328485,0.000118571,0.029221751
img_02282.jpg,0.284174412,0.158422381,0.246132061,0.016807405,0.049987081,0.070436925,0.059763271,0.993661761
img_02285.jpg,0.998703361,0.007361733,0.002516092,0.003228322,0.45707798,0.01193504,0.024069749,0.05270971
img_02291.jpg,0.999738514,0.002483884,0.003609859,0.002298207,0.414824188,0.023511104,0.000933904,0.069793843
img_02299.jpg,0.998629928,0.008407422,0.002365838,0.007668022,0.641886294,0.169732884,0.001093899,0.077056766
img_02305.jpg,0.998721063,0.079411283,0.094188601,0.000199594,0.00257139,0.254999459,0.003827877,0.87314564
img_02307.jpg,0.51859051,0.440096349,0.275189221,0.001121971,0.042451244,0.033192705,0.320123374,0.994495809
img_02309.jpg,0.999873281,0.001416555,0.000577453,0.000383084,0.154454574,0.005383248,0.000855362,0.034132134
img_02318.jpg,0.998820126,0.003873865,0.011549611,0.000933112,0.098635614,0.006957978,0.007586552,0.667683899
img_02347.jpg,0.999947429,0.005840708,2.34E-05,4.01E-06,0.773588419,0.020372817,1.50E-05,0.000306175
img_02356.jpg,0.676825643,0.192357704,0.228884503,0.011543243,0.501191616,0.041223723,0.059820559,0.939586878
img_02367.jpg,0.986708522,0.198391438,0.002687679,0.001184263,0.284962684,0.007786517,0.025253227,0.062773302
img_02372.jpg,0.951664209,0.065121897,0.082676224,0.023139667,0.956468582,0.444989443,0.013896026,0.062960021
img_02379.jpg,0.991783977,0.013231449,0.027246965,0.000393089,0.154101208,0.003039728,0.042614348,0.870974422
img_02384.jpg,0.992354274,0.022920419,0.016740795,0.006239364,0.102938227,0.140156209,0.056336418,0.776704252
img_02398.jpg,0.996816576,0.265440881,0.028042922,0.03421016,0.040074471,0.843455791,0.002726288,0.032498546
img_02400.jpg,0.999882221,0.029055538,0.016265631,0.000696702,0.000439122,0.292918622,0.000433216,0.017968759
img_02406.jpg,0.998689473,0.027864819,0.012744114,0.545347154,0.142248556,0.705761969,0.001403378,0.026506823
img_02412.jpg,0.999838948,0.000323926,0.001751456,0.000177175,0.371086031,0.002978675,0.002704566,0.437944859
img_02416.jpg,0.841130018,0.044332508,0.045133699,0.00819212,0.006846212,0.286210179,0.04976375,0.961078763
img_02422.jpg,0.928424001,0.078979567,0.048512224,0.012288615,0.024968853,0.148676395,0.517103314,0.970618486
img_02479.jpg,0.998101532,0.008757749,0.036025509,0.007001133,0.083258256,0.023199486,0.004677887,0.426176697
img_02486.jpg,0.997970521,0.311250716,0.041951679,0.000977831,0.000517746,0.916855574,0.000717157,0.15018779
img_02487.jpg,0.971483231,0.050144181,0.076427944,0.005705093,0.558122158,0.013779039,0.008027524,0.656539261
img_02507.jpg,0.900425017,0.029100865,0.346179456,0.037926469,0.835925221,0.124304831,0.014904957,0.270962209
img_02522.jpg,0.990077257,0.748998642,0.015252911,0.002576028,0.014115008,0.129466251,0.009963861,0.042033508
img_02540.jpg,0.903781891,0.037666772,0.132279515,0.030978028,0.624559402,0.186245859,0.063326761,0.34374854
img_02546.jpg,0.79262805,0.296957552,0.111216716,0.010028178,0.242276981,0.025419381,0.115346417,0.976148486
img_02556.jpg,0.779378474,0.119644023,0.087412193,0.010419081,0.031494398,0.276243418,0.342645317,0.983254373
img_02560.jpg,0.999773562,0.000195558,0.000897312,2.28E-05,0.990585864,7.58E-06,0.000256043,0.774082601
img_02563.jpg,0.999634385,0.000452763,0.00164104,0.000156461,0.974921405,0.08827576,5.66E-05,0.023553969
img_02565.jpg,0.967312217,0.036202364,0.026800275,0.004194872,0.020370105,0.092642032,0.722643614,0.989200234
img_02573.jpg,0.817466021,0.051786195,0.055602249,0.006774706,0.004874414,0.334202468,0.069562264,0.952836514
img_02574.jpg,0.999803126,0.03549185,0.000222956,0.000291608,0.03417132,0.047597673,0.000245113,0.009675396
img_02602.jpg,0.999845147,0.062012408,0.000216266,0.001069106,0.002915406,0.080623798,0.000600978,0.023615742
img_02607.jpg,0.999805748,5.93E-05,0.000342119,1.57E-05,0.621956944,0.002343164,0.000363866,0.837553024
img_02622.jpg,0.956788421,0.027065298,0.069257595,0.004018136,0.021380149,0.093201175,0.534694254,0.857879817
img_02625.jpg,0.999174654,0.002622091,0.005509156,0.000505646,0.151944518,0.457816273,0.011387802,0.062832713
img_02636.jpg,0.953674197,0.087694988,0.143921763,0.001003913,0.007442628,0.301653147,0.018243151,0.933149695
img_02638.jpg,0.999341071,0.093195572,0.00126685,0.06807033,0.00420642,0.018627249,0.007173611,0.150282085
img_02641.jpg,0.99995327,0.00208412,0.000283067,0.000150529,0.002975587,0.001693883,0.000795199,0.676068425
img_02646.jpg,0.791380107,0.329007655,0.396865159,0.034622844,0.214583278,0.115170345,0.056631356,0.753802061
img_02648.jpg,0.652525604,0.006917766,0.72741127,0.013450211,0.056911163,0.004170423,0.002239924,0.988453925
img_02651.jpg,0.97766155,0.158594087,0.063319474,0.023990987,0.224111393,0.100699097,0.072980605,0.688508153
img_02656.jpg,0.999716103,0.105693638,0.000704887,0.000416804,0.002767642,0.183173269,0.00133764,0.041691102
img_02666.jpg,0.995459259,0.025477575,0.137638807,0.003054777,0.097908914,0.037074149,0.044562034,0.373689532
img_02679.jpg,0.988025844,0.013071504,0.078813277,0.356449515,0.250616342,0.009317686,0.002375144,0.288891315
img_02687.jpg,0.998965859,0.003390586,0.008421064,0.000793036,0.094928272,0.005866528,0.007113792,0.650301278
img_02699.jpg,0.999672651,0.010842413,0.000594795,0.002676922,0.091579765,0.008551734,0.016952466,0.076236896
img_02702.jpg,0.995140791,0.004151691,0.064669423,0.000715685,0.659401178,0.000954084,0.078782149,0.961654484
img_02703.jpg,0.723872483,0.260316312,0.242501169,0.009955046,0.501958787,0.028475871,0.06507998,0.90816921
img_02709.jpg,0.997106016,0.044734523,0.030245245,0.030189691,0.061184525,0.272915095,0.001644996,0.051874842
img_02726.jpg,0.981451452,0.004436694,0.056695204,0.045599826,0.914744735,0.057891686,0.05905981,0.182731628
img_02733.jpg,0.998229444,0.023428943,0.012411348,0.23065564,0.112717889,0.780230165,0.001785924,0.050646111
img_02734.jpg,0.99805212,0.064670831,0.011137405,0.030028462,0.051532697,0.083778411,0.00274559,0.004108021
img_02739.jpg,0.999946594,0.000728209,0.000250372,0.000182223,0.174544945,0.003941393,0.000420017,0.018838095
img_02749.jpg,0.998962402,0.011502205,0.008545939,0.325271338,0.110246412,0.777816832,0.00086579,0.015392648
img_02759.jpg,0.943916321,0.00943162,0.070086218,0.005596383,0.905030668,0.006257175,0.009064896,0.811553538
img_02764.jpg,0.998718023,0.002700583,0.014361869,0.000123567,0.723109126,0.009083539,0.002092658,0.856965125
img_02766.jpg,0.998194873,0.053076107,0.002136964,0.001255907,0.082571752,0.012209686,0.007166384,0.031934671
img_02769.jpg,0.956301749,0.013239413,0.090134412,0.007455963,0.91380167,0.010733284,0.011226364,0.764448583
img_02771.jpg,0.999998808,0.001334202,4.22E-05,8.61E-07,0.000225537,0.013209601,0.000363114,0.009848456
img_02789.jpg,0.991755247,0.013174701,0.014090993,0.008321199,0.418124765,0.00350848,0.829711735,0.401512355
img_02799.jpg,0.999885321,0.000763064,0.000425135,0.000431275,0.06971582,0.003541049,0.001015079,0.179037467
img_02808.jpg,0.999801338,0.011097286,0.004686691,0.10810072,0.024832282,0.701118708,0.000377907,0.003272391
img_02811.jpg,0.999916911,0.004693153,0.002236226,0.206476152,0.01621923,0.778716981,0.000155933,0.004491115
img_02830.jpg,0.924302399,0.238103986,0.108680673,0.03706545,0.089455187,0.383174121,0.087685794,0.908599854
img_02834.jpg,0.966500282,0.041903723,0.017747585,0.003280654,0.012973213,0.075739481,0.288302481,0.994340181
img_02837.jpg,0.948037028,0.455359191,0.03615237,0.00012692,0.016669128,0.000127139,0.931662917,0.724643171
img_02838.jpg,0.96990639,0.224637702,0.022353414,0.011015414,0.114510819,0.035564836,0.045557853,0.755983472
img_02842.jpg,0.964448035,0.032156717,0.015802253,0.000198993,0.992588341,0.01302084,0.000859956,0.121580347
img_02857.jpg,0.986399651,0.445233732,0.001496762,4.13E-05,0.930142999,0.003206309,0.007540058,0.065331943
img_02865.jpg,0.750185192,0.074924238,0.001783754,1.01E-05,0.999430597,0.001286186,4.58E-06,0.173558339
img_02871.jpg,0.776843607,0.315488935,0.241205603,0.041995116,0.127671048,0.343677014,0.117026113,0.905307591
img_02876.jpg,0.748690188,0.046307314,0.082768664,0.003634166,0.056596197,0.016225142,0.157564536,0.925814509
img_02889.jpg,0.992143512,0.071287252,0.065625764,0.055032101,0.141762137,0.292923301,0.00400632,0.064055458
img_02890.jpg,0.99909997,0.059962582,0.012875882,0.526949108,0.029152719,0.887765944,0.000888839,0.020036995
img_02899.jpg,0.994399846,0.01369063,0.012538437,0.143066779,0.410871178,0.49352771,0.003600895,0.102956548
img_02904.jpg,0.992466629,0.058085311,0.010379978,0.015826529,0.008186148,0.027629552,0.085475653,0.915419757
img_02911.jpg,0.999999046,0.000240232,0.000319702,2.39E-05,0.002961304,0.177562132,4.88E-06,0.000302356
img_02916.jpg,0.999989986,0.02817261,0.001462027,0.000984241,7.15E-05,0.931393623,2.06E-05,0.010714759
img_02920.jpg,0.999809086,0.135950834,0.002380797,0.000205033,0.00100499,0.007707271,0.000921794,0.021999709
img_02943.jpg,0.998794436,0.049596943,0.008610715,0.231136262,0.034154125,0.868560433,0.001510358,0.016026629
img_02949.jpg,0.995162427,0.284334064,0.040882412,0.007897392,0.004718058,0.264125764,0.009750095,0.354015201
img_02954.jpg,0.999249637,0.010026966,0.003367446,0.000177279,0.318587184,0.000170334,0.007683909,0.793658674
img_02956.jpg,0.99993825,4.49E-05,7.53E-05,9.55E-07,0.0204427,1.69E-05,0.002836777,0.91386348
img_02964.jpg,0.014697756,0.056286018,0.316871673,0.001204787,0.005387224,0.071261905,0.009782744,0.998867273
img_02974.jpg,0.997002661,0.011800536,0.005008768,0.012846381,0.719976783,0.033358559,0.027032863,0.497957975
img_02977.jpg,0.921046436,0.436124742,0.013477891,0.000191617,0.96423775,0.003391798,0.022526318,0.148400828
img_02993.jpg,0.774699032,0.091703966,0.146386668,0.04200805,0.493464589,0.069230147,0.125159055,0.759975195
img_03014.jpg,0.999242663,0.000510679,1.25E-05,6.07E-08,0.999878168,3.97E-06,7.61E-07,0.033890411
img_03043.jpg,0.943652809,0.008018034,0.053996943,0.011629661,0.954301596,0.033737551,0.003068239,0.70869571
img_03055.jpg,0.998606026,0.006059084,0.001512264,0.004322865,0.247079477,0.066961482,0.00174332,0.183631808
img_03064.jpg,0.99799335,0.019687353,0.014274384,0.001041875,0.00202387,0.197466031,0.186716259,0.865172982
img_03069.jpg,0.881983042,0.105044715,0.127249047,0.032825131,0.069118723,0.246741757,0.346090227,0.846956491
img_03074.jpg,0.97940582,0.836773992,0.025986066,0.000722206,0.212243319,0.022717677,0.009867963,0.344863534
img_03078.jpg,0.994194925,0.246278554,0.001629231,0.002578082,0.44804728,0.135891035,0.001644785,0.001410129
img_03080.jpg,0.999550402,0.000725942,0.003080151,5.23E-05,0.348888993,0.00106043,0.002971744,0.639241755
img_03082.jpg,0.795426786,0.313496053,0.020799557,0.012558513,0.109506458,0.01658592,0.094827026,0.266173393
img_03087.jpg,0.999745071,0.000355689,1.83E-05,2.02E-05,0.57342869,0.006641915,5.03E-05,0.138838813
img_03116.jpg,0.975972116,0.004181744,0.000858145,1.01E-05,0.999556243,0.001287575,1.99E-05,0.05975486
img_03128.jpg,0.870732188,0.09578108,0.104818709,0.00504539,0.022927888,0.226983145,0.259134322,0.96779424
img_03135.jpg,0.818704128,0.119057007,0.07395573,0.011787243,0.042143542,0.210239559,0.449151814,0.98230046
img_03140.jpg,0.999881268,0.019313594,0.000334119,0.000891739,0.002143792,0.022249768,0.000923478,0.066608995
img_03166.jpg,0.999791205,0.012342684,0.001620159,2.00E-05,0.594828129,4.80E-05,0.000768553,0.189724967
img_03169.jpg,0.004221148,0.106388457,0.432635665,0.000468491,0.004804415,0.003923319,0.014053118,0.999330521
img_03181.jpg,0.999973416,0.098020881,0.000272686,0.000126512,0.000176368,0.382040054,0.000687021,0.007180257
img_03195.jpg,0.935110629,0.142224029,0.12812607,0.047034577,0.399466723,0.248985261,0.104886062,0.626090109
img_03199.jpg,0.999298215,0.006179584,0.002384816,0.00036018,0.000572602,0.073499836,0.169745356,0.981562972
img_03210.jpg,0.03373161,0.127490759,0.505607128,0.000113862,0.000719772,0.060144208,0.008287753,0.999719322
img_03220.jpg,0.998698711,0.166391537,0.00147424,0.000959465,0.016767526,0.037772909,0.003654542,0.032944426
img_03222.jpg,0.915889502,0.503791332,0.241627306,0.008083803,0.013744854,0.290052861,0.14895159,0.260736436
img_03223.jpg,0.90183574,0.583458424,0.106269494,0.001326447,0.00046766,0.006681275,0.458966404,0.930291712
img_03228.jpg,0.999991298,0.015502038,0.000958974,0.028311195,0.005754318,0.681350589,4.95E-05,6.27E-05
img_03229.jpg,0.941263795,0.065011874,0.044779629,0.020157004,0.046661071,0.193744302,0.428491682,0.906698942
img_03231.jpg,0.999688148,0.21683529,0.001740928,0.004575315,0.001736539,0.539029777,0.000752087,0.034454811
img_03238.jpg,0.945373178,0.097135052,0.063005999,0.00615742,0.012355415,0.23266378,0.518379509,0.94407177
img_03239.jpg,0.699034512,0.759530425,0.041169118,0.000263526,0.008523879,0.000244195,0.992157459,0.646570027
img_03252.jpg,0.999797165,0.007325826,0.001176795,0.003270107,0.067054316,0.017273266,0.002098389,0.113625355
img_03254.jpg,0.995257199,0.014208481,0.00457649,0.000114422,0.906619251,0.023480669,0.004272018,0.053696465
img_03260.jpg,0.998971581,0.0403185,0.009529882,0.04568202,0.010056963,0.61768353,0.000930735,0.113351017
img_03261.jpg,0.98969847,0.04048853,0.009309631,0.003908887,0.024435755,0.043856952,0.011824326,0.835498691
img_03270.jpg,0.810863078,0.109929785,0.15793933,0.02322842,0.275208443,0.082205288,0.119705468,0.934734762
img_03283.jpg,0.989861727,0.034950323,0.085153639,0.173235029,0.047827743,0.110364571,0.040061403,0.452839166
img_03290.jpg,0.986017644,0.012589442,0.005727311,0.003449912,0.003209199,0.058244403,0.52141124,0.997884095
img_03297.jpg,0.99907887,0.037890967,0.005492469,0.009579212,0.008056095,0.17831482,0.00381037,0.289461702
img_03310.jpg,0.999733746,0.49411127,0.000373395,0.000100553,0.002013182,0.133531034,0.00027445,0.00085382
img_03312.jpg,0.995729148,0.061260663,0.000894767,0.001237276,0.039823521,0.001732567,0.084636994,0.51716131
img_03324.jpg,0.597525775,0.151099741,0.125561997,0.013391803,0.245231092,0.157111749,0.050141823,0.915121436
img_03333.jpg,0.989997923,0.106165767,0.125287861,0.072381683,0.233965591,0.731069565,0.013836497,0.018973315
img_03342.jpg,0.985505939,0.020005804,0.021907751,0.004331095,0.014809606,0.156603754,0.303724349,0.91776973
img_03346.jpg,0.999975562,0.022579748,0.017270936,0.001261525,0.001245186,0.044574562,0.001155596,0.001024403
img_03355.jpg,0.893172026,0.041371915,0.02954787,0.007312425,0.008014036,0.319588244,0.232824832,0.995238543
img_03361.jpg,0.9997738,0.965122044,0.000219074,0.000121806,0.003756938,0.052562267,0.000211431,0.001745356
img_03370.jpg,0.997477829,0.006629788,0.005877136,0.003669548,0.03997289,0.136227429,0.024682384,0.58273083
img_03399.jpg,0.999934316,0.245659977,0.000252785,0.000385396,0.000671505,0.342117131,0.000223047,0.003243821
img_03410.jpg,1,1.25E-06,8.70E-09,2.72E-08,0.000138654,3.12E-05,3.13E-05,0.988998473
img_03422.jpg,0.999132335,0.02200941,0.012358471,0.171482489,0.055816516,0.647923231,0.00148299,0.008017446
img_03426.jpg,0.996659756,0.010759893,0.001870104,0.000943235,0.383073747,0.00291784,0.012427454,0.700510681
img_03439.jpg,0.997793078,0.02831847,0.015919041,0.393830091,0.090355553,0.698288918,0.003005279,0.028275827
img_03440.jpg,0.003609426,0.797357976,0.937701344,0.002222921,0.00917377,0.353895396,0.008709783,0.980174065
img_03444.jpg,0.995197952,0.04300208,0.003655157,0.002297927,0.31754896,0.000907586,0.153358907,0.874432743
img_03445.jpg,0.999316216,0.002445622,0.001534323,0.000468895,0.023037886,0.017541077,0.179014474,0.796349287
img_03446.jpg,0.008453409,0.644529045,0.755832613,0.005637742,0.012193548,0.042391233,0.051202927,0.975086331
img_03452.jpg,0.99976629,0.49002862,0.000289196,0.000117174,0.0234909,0.061639916,0.000517193,0.007511928
img_03454.jpg,0.998110414,0.068553038,0.001363363,0.004118307,0.178767458,0.011390771,0.016157443,0.303825021
img_03456.jpg,0.998798609,0.001091743,3.24E-05,1.56E-07,0.999806345,1.04E-05,2.24E-06,0.098061234
img_03457.jpg,0.991144478,0.058610812,0.022131141,0.031817261,0.025331989,0.167041287,0.048913915,0.653867304
img_03471.jpg,0.99320811,0.019837843,0.018078517,0.003792812,0.078505181,0.000866493,0.128261358,0.83617276
img_03475.jpg,0.502975404,0.112621672,0.446214855,0.047727246,0.331854254,0.059456363,0.04052683,0.427082688
img_03488.jpg,0.990767002,0.865109444,0.015348917,8.46E-05,0.001750182,0.103310965,0.013690495,0.022311967
img_03490.jpg,0.878204703,0.030974679,0.036098182,0.012431164,0.013232917,0.204344854,0.076404288,0.957688689
img_03502.jpg,0.94834131,0.107333831,0.149539724,0.040108357,0.239733562,0.187995151,0.348043859,0.809941173
img_03504.jpg,0.99966681,0.164792135,0.000628058,0.000268768,0.000570052,0.240471512,0.002651632,0.034483925
img_03520.jpg,0.994792879,0.089421287,0.00265274,0.00242913,0.027999599,0.003945069,0.026293997,0.86131376
img_03527.jpg,0.006132251,0.14768143,0.639114499,0.000233624,0.002035432,0.013032795,0.006453078,0.999697685
img_03547.jpg,0.999494314,0.013005467,0.00380324,0.005091737,0.011120791,0.524137974,0.005548291,0.278035641
img_03548.jpg,0.995863318,0.020052182,0.01355836,0.004738376,0.034857001,0.224477127,0.037156962,0.732948303
img_03554.jpg,0.998230636,0.007129565,0.004521987,0.001836666,0.121053815,0.011976927,0.006367304,0.204548866
img_03563.jpg,0.980085194,0.704914629,0.000582385,7.54E-06,0.061115827,5.15E-05,0.038103193,0.145651177
img_03581.jpg,0.997898459,0.02719833,0.015194742,0.378194869,0.086613767,0.681050718,0.003136202,0.029417386
img_03584.jpg,0.215965614,0.407802254,0.693438232,0.004144185,0.418381602,0.055130567,0.011464057,0.968146861
img_03587.jpg,0.897608399,0.039344117,0.018849194,0.005733782,0.019103868,0.060092855,0.755365968,0.99737972
img_03588.jpg,0.983625948,0.025147442,0.032342795,0.006762614,0.471139252,0.528853953,0.018742023,0.072685227
img_03602.jpg,0.951680422,0.044205781,0.028854046,0.000510636,0.987371802,0.018785713,0.002018884,0.170042306
img_03627.jpg,0.998551071,0.013584303,0.007828089,0.008619985,0.280615449,0.042327877,0.004669693,0.13295415
img_03628.jpg,0.999175608,0.001879193,0.005449079,0.000272131,0.094747841,0.003506115,0.008775363,0.631020904
img_03652.jpg,0.997714043,0.003951665,0.010245057,0.000202676,0.716233134,0.008612326,0.00397491,0.913605392
img_03670.jpg,0.998972654,0.085304096,0.001082325,0.005739017,0.057545081,0.015639698,0.01752698,0.212857008
img_03674.jpg,0.933379173,0.045873005,0.049149271,0.00605283,0.5240587,0.055737276,0.179583728,0.459781855
img_03677.jpg,0.999859691,0.051458225,0.00221512,4.79E-05,0.000309446,0.371891588,0.006907552,0.12554875
img_03711.jpg,0.992820442,0.080843352,0.012528116,0.006515683,0.016450368,0.039714821,0.0220578,0.825990617
img_03715.jpg,0.999818385,0.487343132,0.001480411,0.004046569,0.00091266,0.142864227,0.000513809,0.000986443
img_03718.jpg,0.999477446,0.020599101,0.012037896,0.239042953,0.026528474,0.75357753,0.001758958,0.009038263
img_03726.jpg,0.992663383,0.149131849,0.152317703,0.000980177,0.003034553,0.299074173,0.019174248,0.856092989
img_03739.jpg,0.54765749,0.093410678,0.366881698,0.00800502,0.816070497,0.011448758,0.010161587,0.821822762
img_03749.jpg,0.910964072,0.208241016,0.135329619,0.046199612,0.12520808,0.332044303,0.618629277,0.755718887
img_03750.jpg,0.938246965,0.072835669,0.05041473,0.009386438,0.018353222,0.277690381,0.477911949,0.978095293
img_03760.jpg,0.956788421,0.244955108,0.140137538,0.026758475,0.035441078,0.558439851,0.410494268,0.812479913
img_03764.jpg,0.984804928,0.260134012,0.072870873,0.010845533,0.00233908,0.65826124,0.012741475,0.879812539
img_03776.jpg,0.999936342,1.42E-05,0.000933356,1.01E-05,0.964992881,0.000121532,0.002641992,0.99301964
img_03801.jpg,0.999656916,0.005837951,0.000634599,0.000292818,0.026834864,0.005619821,0.008675068,0.540466428
img_03805.jpg,0.989156008,0.637526989,0.015688857,0.000895344,0.001693657,0.219765052,0.012838215,0.115099221
img_03809.jpg,0.995000422,0.99631989,0.511815846,7.86E-06,8.11E-05,0.005998774,0.000850348,0.77647084
img_03825.jpg,0.999249756,0.114877112,0.034971189,0.012381971,0.003606618,0.013540865,0.002096675,0.040102169
img_03831.jpg,0.005057006,0.68719995,0.85624516,0.002405002,0.02630985,0.21725139,0.009543314,0.98725754
img_03837.jpg,0.999991536,0.042068277,0.000160881,0.000294654,0.000194186,0.058435645,0.00028609,0.005595897
img_03847.jpg,0.909463942,0.130851984,0.559869051,0.102049612,0.528600156,0.258009166,0.095861785,0.193245336
img_03853.jpg,0.999943376,0.005615016,0.000106906,0.000187725,0.319816649,0.003666104,0.001133366,0.009381691
img_03866.jpg,0.999994516,0.000490934,0.000594896,6.87E-05,0.007016837,0.204673141,6.41E-05,0.004034754
img_03867.jpg,0.999041498,0.001546753,3.23E-06,3.05E-09,0.999733865,4.86E-06,1.39E-07,0.213351861
img_03869.jpg,0.999906659,0.009326234,0.000936919,0.000257752,0.076747335,0.01289424,0.000955062,0.057150505
img_03871.jpg,0.749413371,0.153080672,0.213450149,0.01580476,0.520676374,0.062582374,0.08286614,0.840913892
img_03886.jpg,0.999386549,0.027969414,0.002106358,0.001238892,0.015935512,0.004563254,0.038577367,0.929423988
img_03891.jpg,0.990763247,0.208880305,0.010355922,0.032520294,0.111344203,0.109847292,0.011303714,0.010447545
img_03892.jpg,0.950331748,0.040277418,0.038600914,0.011642021,0.026504496,0.226336464,0.32027337,0.972255945
img_03896.jpg,0.99975723,0.010135185,0.00139537,0.000236328,0.163167775,0.006966506,0.002336154,0.073031045
img_03923.jpg,0.982323885,0.020346899,0.037623644,0.063599758,0.799410522,0.068457812,0.009816512,0.175380886
img_03924.jpg,0.981587768,0.004980242,0.00140883,0.000190077,0.982143342,0.00734737,0.000109363,0.117229402
img_03928.jpg,0.958683133,0.036395945,0.020025102,0.006538463,0.013686503,0.176464766,0.499022245,0.973211706
img_03929.jpg,0.991377234,0.192674875,0.193511352,0.001289826,0.003411067,0.325336516,0.016847149,0.800584733
img_03931.jpg,0.999298811,0.003934237,0.002001349,3.18E-05,0.725244462,3.27E-05,0.000247041,0.128669739
img_03935.jpg,0.981664062,0.029397743,0.014369668,0.013475633,0.602158725,0.008078597,0.746564209,0.41862303
img_03941.jpg,0.999862552,0.010425499,0.003817068,0.120920926,0.015348072,0.884819567,0.000338917,0.004024467
img_03942.jpg,0.999035835,0.385143757,0.01860036,0.007896351,0.003463501,0.31049642,0.000830931,0.002275763
img_03943.jpg,0.999998689,9.34E-05,8.08E-05,0.000136424,0.002339069,0.082907833,7.94E-05,0.0517161
img_03945.jpg,0.998450518,0.006501725,0.003363187,0.000130637,0.723618507,0.052701555,0.007709806,0.043151923
